scheme,phase_pair,phase_pair_order,group_id,group_label,prior_present_total,continue_count,drop_count,retention_rate,drop_rate_given_prior_presence,interpretation_status
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_37_LF_CLASS::山地斜面等,荒川 / basin 37 / 山地斜面等,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_37_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 37 / 氾濫平野・海岸平野,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_38_LF_CLASS::台地・段丘,荒川 / basin 38 / 台地・段丘,2,0,2,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_38_LF_CLASS::山地斜面等,荒川 / basin 38 / 山地斜面等,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_38_LF_CLASS::後背低地・湿地,荒川 / basin 38 / 後背低地・湿地,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_38_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 38 / 氾濫平野・海岸平野,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_39_LF_CLASS::台地・段丘,荒川 / basin 39 / 台地・段丘,4,0,4,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_39_LF_CLASS::山地斜面等,荒川 / basin 39 / 山地斜面等,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_39_LF_CLASS::水部,荒川 / basin 39 / 水部,1,1,0,1,0,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_40_LF_CLASS::台地・段丘,荒川 / basin 40 / 台地・段丘,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_42_LF_CLASS::台地・段丘,荒川 / basin 42 / 台地・段丘,5,0,5,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_42_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 42 / 氾濫平野・海岸平野,2,1,1,0.5,0.5,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_44_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 44 / 氾濫平野・海岸平野,1,1,0,1,0,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_47_LF_CLASS::台地・段丘,荒川 / basin 47 / 台地・段丘,11,3,8,0.2727272727272727,0.7272727272727273,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_47_LF_CLASS::山地斜面等,荒川 / basin 47 / 山地斜面等,3,1,2,0.3333333333333333,0.6666666666666666,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_51_LF_CLASS::台地・段丘,荒川 / basin 51 / 台地・段丘,2,2,0,1,0,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_51_LF_CLASS::山地斜面等,荒川 / basin 51 / 山地斜面等,2,1,1,0.5,0.5,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_52_LF_CLASS::台地・段丘,荒川 / basin 52 / 台地・段丘,9,3,6,0.3333333333333333,0.6666666666666666,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_52_LF_CLASS::山地斜面等,荒川 / basin 52 / 山地斜面等,4,2,2,0.5,0.5,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_52_LF_CLASS::後背低地・湿地,荒川 / basin 52 / 後背低地・湿地,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_52_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 52 / 氾濫平野・海岸平野,1,1,0,1,0,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_53_LF_CLASS::山地斜面等,荒川 / basin 53 / 山地斜面等,2,0,2,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_54_LF_CLASS::台地・段丘,荒川 / basin 54 / 台地・段丘,4,0,4,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_54_LF_CLASS::山地斜面等,荒川 / basin 54 / 山地斜面等,2,0,2,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_55_LF_CLASS::台地・段丘,荒川 / basin 55 / 台地・段丘,7,2,5,0.2857142857142857,0.7142857142857143,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_55_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 55 / 氾濫平野・海岸平野,1,1,0,1,0,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_56_LF_CLASS::台地・段丘,荒川 / basin 56 / 台地・段丘,8,5,3,0.625,0.375,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_56_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 56 / 氾濫平野・海岸平野,2,1,1,0.5,0.5,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_57_LF_CLASS::台地・段丘,荒川 / basin 57 / 台地・段丘,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_57_LF_CLASS::山地斜面等,荒川 / basin 57 / 山地斜面等,2,0,2,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_57_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 57 / 氾濫平野・海岸平野,2,1,1,0.5,0.5,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_61_LF_CLASS::台地・段丘,荒川 / basin 61 / 台地・段丘,4,2,2,0.5,0.5,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_61_LF_CLASS::山地斜面等,荒川 / basin 61 / 山地斜面等,3,2,1,0.6666666666666666,0.3333333333333333,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_67_LF_CLASS::台地・段丘,荒川 / basin 67 / 台地・段丘,2,0,2,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_67_LF_CLASS::山地斜面等,荒川 / basin 67 / 山地斜面等,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_68_LF_CLASS::台地・段丘,荒川 / basin 68 / 台地・段丘,21,8,13,0.38095238095238093,0.6190476190476191,eligible
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_68_LF_CLASS::山地斜面等,荒川 / basin 68 / 山地斜面等,10,0,10,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_68_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 68 / 氾濫平野・海岸平野,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_69_LF_CLASS::台地・段丘,荒川 / basin 69 / 台地・段丘,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_69_LF_CLASS::山地斜面等,荒川 / basin 69 / 山地斜面等,2,0,2,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_70_LF_CLASS::台地・段丘,荒川 / basin 70 / 台地・段丘,4,1,3,0.25,0.75,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_70_LF_CLASS::山地斜面等,荒川 / basin 70 / 山地斜面等,3,0,3,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_79_LF_CLASS::凹地・浅い谷,荒川 / basin 79 / 凹地・浅い谷,2,0,2,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_79_LF_CLASS::台地・段丘,荒川 / basin 79 / 台地・段丘,6,1,5,0.16666666666666666,0.8333333333333334,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_80_LF_CLASS::台地・段丘,荒川 / basin 80 / 台地・段丘,5,0,5,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_80_LF_CLASS::山地斜面等,荒川 / basin 80 / 山地斜面等,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_82_LF_CLASS::凹地・浅い谷,荒川 / basin 82 / 凹地・浅い谷,4,0,4,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_82_LF_CLASS::台地・段丘,荒川 / basin 82 / 台地・段丘,22,1,21,0.045454545454545456,0.9545454545454546,eligible
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_82_LF_CLASS::山地斜面等,荒川 / basin 82 / 山地斜面等,6,0,6,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_83_LF_CLASS::台地・段丘,荒川 / basin 83 / 台地・段丘,13,7,6,0.5384615384615384,0.46153846153846156,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_83_LF_CLASS::山地斜面等,荒川 / basin 83 / 山地斜面等,2,0,2,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_83_LF_CLASS::崖・段丘崖,荒川 / basin 83 / 崖・段丘崖,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_86_LF_CLASS::台地・段丘,荒川 / basin 86 / 台地・段丘,13,8,5,0.6153846153846154,0.38461538461538464,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_86_LF_CLASS::山地斜面等,荒川 / basin 86 / 山地斜面等,26,7,19,0.2692307692307692,0.7307692307692307,eligible
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_86_LF_CLASS::山麓堆積地形,荒川 / basin 86 / 山麓堆積地形,1,1,0,1,0,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_86_LF_CLASS::水部,荒川 / basin 86 / 水部,12,0,12,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_86_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 86 / 氾濫平野・海岸平野,5,3,2,0.6,0.4,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_87_LF_CLASS::山地斜面等,荒川 / basin 87 / 山地斜面等,4,1,3,0.25,0.75,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_88_LF_CLASS::台地・段丘,荒川 / basin 88 / 台地・段丘,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_88_LF_CLASS::山地斜面等,荒川 / basin 88 / 山地斜面等,6,0,6,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830304_88_LF_CLASS::山麓堆積地形,荒川 / basin 88 / 山麓堆積地形,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_10_LF_CLASS::台地・段丘,多摩川 / basin 10 / 台地・段丘,19,6,13,0.3157894736842105,0.6842105263157895,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_12_LF_CLASS::凹地・浅い谷,多摩川 / basin 12 / 凹地・浅い谷,2,0,2,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_12_LF_CLASS::台地・段丘,多摩川 / basin 12 / 台地・段丘,16,6,10,0.375,0.625,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_12_LF_CLASS::旧河道,多摩川 / basin 12 / 旧河道,1,1,0,1,0,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_12_LF_CLASS::自然堤防,多摩川 / basin 12 / 自然堤防,1,1,0,1,0,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_13_LF_CLASS::台地・段丘,多摩川 / basin 13 / 台地・段丘,5,3,2,0.6,0.4,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_13_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 13 / 氾濫平野・海岸平野,2,1,1,0.5,0.5,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_14_LF_CLASS::凹地・浅い谷,多摩川 / basin 14 / 凹地・浅い谷,1,1,0,1,0,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_14_LF_CLASS::台地・段丘,多摩川 / basin 14 / 台地・段丘,14,8,6,0.5714285714285714,0.42857142857142855,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_14_LF_CLASS::山地斜面等,多摩川 / basin 14 / 山地斜面等,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_16_LF_CLASS::台地・段丘,多摩川 / basin 16 / 台地・段丘,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_16_LF_CLASS::山地斜面等,多摩川 / basin 16 / 山地斜面等,2,1,1,0.5,0.5,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_17_LF_CLASS::台地・段丘,多摩川 / basin 17 / 台地・段丘,9,3,6,0.3333333333333333,0.6666666666666666,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_17_LF_CLASS::山地斜面等,多摩川 / basin 17 / 山地斜面等,39,15,24,0.38461538461538464,0.6153846153846154,eligible
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_17_LF_CLASS::山麓堆積地形,多摩川 / basin 17 / 山麓堆積地形,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_17_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 17 / 氾濫平野・海岸平野,4,3,1,0.75,0.25,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_18_LF_CLASS::凹地・浅い谷,多摩川 / basin 18 / 凹地・浅い谷,2,1,1,0.5,0.5,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_18_LF_CLASS::台地・段丘,多摩川 / basin 18 / 台地・段丘,32,8,24,0.25,0.75,eligible
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_18_LF_CLASS::山地斜面等,多摩川 / basin 18 / 山地斜面等,4,0,4,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_18_LF_CLASS::崖・段丘崖,多摩川 / basin 18 / 崖・段丘崖,2,1,1,0.5,0.5,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_18_LF_CLASS::水部,多摩川 / basin 18 / 水部,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_18_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 18 / 氾濫平野・海岸平野,4,4,0,1,0,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_19_LF_CLASS::凹地・浅い谷,多摩川 / basin 19 / 凹地・浅い谷,2,0,2,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_19_LF_CLASS::台地・段丘,多摩川 / basin 19 / 台地・段丘,11,6,5,0.5454545454545454,0.45454545454545453,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_19_LF_CLASS::山地斜面等,多摩川 / basin 19 / 山地斜面等,6,1,5,0.16666666666666666,0.8333333333333334,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_1_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 1 / 氾濫平野・海岸平野,2,0,2,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_1_LF_CLASS::自然堤防,多摩川 / basin 1 / 自然堤防,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_20_LF_CLASS::台地・段丘,多摩川 / basin 20 / 台地・段丘,12,6,6,0.5,0.5,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_20_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 20 / 氾濫平野・海岸平野,2,1,1,0.5,0.5,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_21_LF_CLASS::台地・段丘,多摩川 / basin 21 / 台地・段丘,1,1,0,1,0,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_21_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 21 / 氾濫平野・海岸平野,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_22_LF_CLASS::台地・段丘,多摩川 / basin 22 / 台地・段丘,11,4,7,0.36363636363636365,0.6363636363636364,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_22_LF_CLASS::山地斜面等,多摩川 / basin 22 / 山地斜面等,82,28,54,0.34146341463414637,0.6585365853658537,eligible
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_22_LF_CLASS::山麓堆積地形,多摩川 / basin 22 / 山麓堆積地形,8,5,3,0.625,0.375,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_22_LF_CLASS::旧河道,多摩川 / basin 22 / 旧河道,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_22_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 22 / 氾濫平野・海岸平野,19,6,13,0.3157894736842105,0.6842105263157895,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_23_LF_CLASS::台地・段丘,多摩川 / basin 23 / 台地・段丘,20,8,12,0.4,0.6,eligible
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_23_LF_CLASS::山地斜面等,多摩川 / basin 23 / 山地斜面等,75,21,54,0.28,0.72,eligible
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_23_LF_CLASS::山麓堆積地形,多摩川 / basin 23 / 山麓堆積地形,5,3,2,0.6,0.4,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_23_LF_CLASS::崖・段丘崖,多摩川 / basin 23 / 崖・段丘崖,1,1,0,1,0,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_23_LF_CLASS::旧河道,多摩川 / basin 23 / 旧河道,1,1,0,1,0,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_23_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 23 / 氾濫平野・海岸平野,26,13,13,0.5,0.5,eligible
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_24_LF_CLASS::台地・段丘,多摩川 / basin 24 / 台地・段丘,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_24_LF_CLASS::山地斜面等,多摩川 / basin 24 / 山地斜面等,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_25_LF_CLASS::凹地・浅い谷,多摩川 / basin 25 / 凹地・浅い谷,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_25_LF_CLASS::台地・段丘,多摩川 / basin 25 / 台地・段丘,8,3,5,0.375,0.625,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_25_LF_CLASS::崖・段丘崖,多摩川 / basin 25 / 崖・段丘崖,2,0,2,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_25_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 25 / 氾濫平野・海岸平野,1,1,0,1,0,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_26_LF_CLASS::台地・段丘,多摩川 / basin 26 / 台地・段丘,2,0,2,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_26_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 26 / 氾濫平野・海岸平野,1,1,0,1,0,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_27_LF_CLASS::凹地・浅い谷,多摩川 / basin 27 / 凹地・浅い谷,2,2,0,1,0,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_27_LF_CLASS::台地・段丘,多摩川 / basin 27 / 台地・段丘,5,4,1,0.8,0.2,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_27_LF_CLASS::崖・段丘崖,多摩川 / basin 27 / 崖・段丘崖,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_27_LF_CLASS::扇状地,多摩川 / basin 27 / 扇状地,1,1,0,1,0,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_28_LF_CLASS::台地・段丘,多摩川 / basin 28 / 台地・段丘,3,2,1,0.6666666666666666,0.3333333333333333,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_28_LF_CLASS::山地斜面等,多摩川 / basin 28 / 山地斜面等,129,30,99,0.23255813953488372,0.7674418604651163,eligible
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_28_LF_CLASS::山麓堆積地形,多摩川 / basin 28 / 山麓堆積地形,6,5,1,0.8333333333333334,0.16666666666666666,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_28_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 28 / 氾濫平野・海岸平野,18,6,12,0.3333333333333333,0.6666666666666666,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_29_LF_CLASS::台地・段丘,多摩川 / basin 29 / 台地・段丘,1,1,0,1,0,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_2_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 2 / 氾濫平野・海岸平野,5,1,4,0.2,0.8,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_30_LF_CLASS::凹地・浅い谷,多摩川 / basin 30 / 凹地・浅い谷,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_30_LF_CLASS::台地・段丘,多摩川 / basin 30 / 台地・段丘,9,6,3,0.6666666666666666,0.3333333333333333,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_30_LF_CLASS::山地斜面等,多摩川 / basin 30 / 山地斜面等,134,26,108,0.19402985074626866,0.8059701492537313,eligible
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_30_LF_CLASS::山麓堆積地形,多摩川 / basin 30 / 山麓堆積地形,6,5,1,0.8333333333333334,0.16666666666666666,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_30_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 30 / 氾濫平野・海岸平野,17,5,12,0.29411764705882354,0.7058823529411765,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_31_LF_CLASS::台地・段丘,多摩川 / basin 31 / 台地・段丘,2,0,2,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_32_LF_CLASS::台地・段丘,多摩川 / basin 32 / 台地・段丘,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_32_LF_CLASS::山地斜面等,多摩川 / basin 32 / 山地斜面等,5,1,4,0.2,0.8,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_33_LF_CLASS::凹地・浅い谷,多摩川 / basin 33 / 凹地・浅い谷,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_33_LF_CLASS::台地・段丘,多摩川 / basin 33 / 台地・段丘,16,1,15,0.0625,0.9375,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_33_LF_CLASS::山地斜面等,多摩川 / basin 33 / 山地斜面等,5,0,5,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_33_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 33 / 氾濫平野・海岸平野,3,1,2,0.3333333333333333,0.6666666666666666,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_34_LF_CLASS::凹地・浅い谷,多摩川 / basin 34 / 凹地・浅い谷,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_34_LF_CLASS::台地・段丘,多摩川 / basin 34 / 台地・段丘,3,1,2,0.3333333333333333,0.6666666666666666,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_34_LF_CLASS::山地斜面等,多摩川 / basin 34 / 山地斜面等,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_35_LF_CLASS::台地・段丘,多摩川 / basin 35 / 台地・段丘,16,7,9,0.4375,0.5625,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_35_LF_CLASS::山地斜面等,多摩川 / basin 35 / 山地斜面等,26,5,21,0.19230769230769232,0.8076923076923077,eligible
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_35_LF_CLASS::山麓堆積地形,多摩川 / basin 35 / 山麓堆積地形,3,0,3,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_35_LF_CLASS::扇状地,多摩川 / basin 35 / 扇状地,1,1,0,1,0,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_35_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 35 / 氾濫平野・海岸平野,3,0,3,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_36_LF_CLASS::台地・段丘,多摩川 / basin 36 / 台地・段丘,6,3,3,0.5,0.5,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_36_LF_CLASS::山地斜面等,多摩川 / basin 36 / 山地斜面等,60,4,56,0.06666666666666667,0.9333333333333333,eligible
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_36_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 36 / 氾濫平野・海岸平野,4,0,4,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_37_LF_CLASS::台地・段丘,多摩川 / basin 37 / 台地・段丘,3,0,3,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_38_LF_CLASS::台地・段丘,多摩川 / basin 38 / 台地・段丘,3,2,1,0.6666666666666666,0.3333333333333333,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_38_LF_CLASS::山地斜面等,多摩川 / basin 38 / 山地斜面等,1,0,1,0,1,low_n_descriptive_only
watersystem_x_unit_basin_x_landform,He->Me,6,B_830305_39_LF_CLASS::台地・段丘,多摩川 / basin 39 / 台地・段丘,1,0,1,0,1,low_n_descriptive_only
