place_id,sequence_string,sequence_label,sequence_cluster_id
13117005000,0100010,seq_0100010,SC1
13117005100,0100000,seq_0100000,SC1
13118000100,0100000,seq_0100000,SC1
13118000400,1110111,seq_1110111,SC1
13118000600,0000001,seq_0000001,SC1
13118001100,0110111,seq_0110111,SC1
13119000100,0111000,seq_0111000,SC1
13119000200,1110000,seq_1110000,SC1
13119000300,1110000,seq_1110000,SC1
13119000400,0100000,seq_0100000,SC1
13119000500,0011000,seq_0011000,SC1
13119000600,0111000,seq_0111000,SC1
13119000700,1111010,seq_1111010,SC1
13119000800,1111100,seq_1111100,SC1
13119000900,1100000,seq_1100000,SC1
13119001000,0100000,seq_0100000,SC1
13119001100,0000000,seq_0000000,SC0_no_presence
13119001200,0111000,seq_0111000,SC1
13119001300,0101000,seq_0101000,SC1
13119001400,0110110,seq_0110110,SC1
13119001500,0100000,seq_0100000,SC1
13119001600,0101010,seq_0101010,SC1
13119001700,0101000,seq_0101000,SC1
13119001800,0111000,seq_0111000,SC1
13119001900,0010000,seq_0010000,SC2
13119002000,0100000,seq_0100000,SC1
13119002100,0011000,seq_0011000,SC1
13119002200,1111100,seq_1111100,SC1
13119002300,0100001,seq_0100001,SC1
13119002800,0111001,seq_0111001,SC1
13119002900,0111000,seq_0111000,SC1
13119003000,0100000,seq_0100000,SC1
13119003100,0111000,seq_0111000,SC1
13119003200,0100000,seq_0100000,SC1
13119003300,1111111,seq_1111111,SC1
13119003400,0111001,seq_0111001,SC1
13119003500,0111010,seq_0111010,SC1
13119003600,0111110,seq_0111110,SC1
13119003700,0001000,seq_0001000,SC3
13119003800,0111010,seq_0111010,SC1
13119003900,0111111,seq_0111111,SC1
13119004000,1111111,seq_1111111,SC1
13119004100,0111011,seq_0111011,SC1
13119004200,1111111,seq_1111111,SC1
13119004300,0111000,seq_0111000,SC1
13119004400,0100000,seq_0100000,SC1
13119004500,0011000,seq_0011000,SC1
13119004600,0111000,seq_0111000,SC1
13119004700,0111000,seq_0111000,SC1
13119004800,1000000,seq_1000000,SC5
13119004900,0111000,seq_0111000,SC1
13119005000,0111000,seq_0111000,SC1
13119005100,1111000,seq_1111000,SC1
13119005200,0111001,seq_0111001,SC1
13119005300,0111110,seq_0111110,SC1
13119005400,0111110,seq_0111110,SC1
13119005500,0111000,seq_0111000,SC1
13119005600,0111010,seq_0111010,SC1
13119005700,0111111,seq_0111111,SC1
13119005800,1111110,seq_1111110,SC1
13119005900,0111000,seq_0111000,SC1
13119006000,0000000,seq_0000000,SC0_no_presence
13119006100,0111000,seq_0111000,SC1
13119006200,0110000,seq_0110000,SC1
13119006300,1111111,seq_1111111,SC1
13119006400,0111000,seq_0111000,SC1
13119006500,0000000,seq_0000000,SC0_no_presence
13119006600,0111010,seq_0111010,SC1
13119006700,0111000,seq_0111000,SC1
13119006800,0100000,seq_0100000,SC1
13119006900,0100000,seq_0100000,SC1
13119007000,0100000,seq_0100000,SC1
13119007100,0110100,seq_0110100,SC1
13119007200,0100000,seq_0100000,SC1
13119007300,0000000,seq_0000000,SC0_no_presence
13119007400,0111000,seq_0111000,SC1
13119007500,0101000,seq_0101000,SC1
13119007600,1100010,seq_1100010,SC1
13119007700,0111000,seq_0111000,SC1
13119007800,0111000,seq_0111000,SC1
13119007900,1111110,seq_1111110,SC1
13119008000,0100000,seq_0100000,SC1
13119008100,0111000,seq_0111000,SC1
13119008200,0000000,seq_0000000,SC0_no_presence
13119008300,1111110,seq_1111110,SC1
13119008400,0011000,seq_0011000,SC1
13119008500,0011000,seq_0011000,SC1
13119008600,0100000,seq_0100000,SC1
13119008700,0010000,seq_0010000,SC2
13119008800,0111000,seq_0111000,SC1
13119008900,0111000,seq_0111000,SC1
13119009000,0010000,seq_0010000,SC2
13119009100,0011000,seq_0011000,SC1
13119009200,0011000,seq_0011000,SC1
13119009300,0110000,seq_0110000,SC1
13119009400,1111110,seq_1111110,SC1
13119009500,0010000,seq_0010000,SC2
13119009600,0110000,seq_0110000,SC1
13119009700,0100000,seq_0100000,SC1
13119009800,0101110,seq_0101110,SC1
13119009900,1111111,seq_1111111,SC1
13119010000,0111110,seq_0111110,SC1
13119010100,1111111,seq_1111111,SC1
13119010300,0100000,seq_0100000,SC1
13119010400,0111111,seq_0111111,SC1
13119010500,0111110,seq_0111110,SC1
13119010600,1111010,seq_1111010,SC1
13119010700,0110000,seq_0110000,SC1
13119010800,0100010,seq_0100010,SC1
13119010900,0011000,seq_0011000,SC1
13119011000,0100000,seq_0100000,SC1
13119011100,0111000,seq_0111000,SC1
13119011200,1111100,seq_1111100,SC1
13119011300,1110010,seq_1110010,SC1
13119011400,0010000,seq_0010000,SC2
13119011500,0011000,seq_0011000,SC1
13119011600,0001000,seq_0001000,SC3
13119011700,0100000,seq_0100000,SC1
13119011800,1010000,seq_1010000,SC2
13119011900,1100000,seq_1100000,SC1
13119012000,0100000,seq_0100000,SC1
13119012100,0011000,seq_0011000,SC1
13119012200,1110110,seq_1110110,SC1
13119012300,0100000,seq_0100000,SC1
13119012400,1110000,seq_1110000,SC1
13119012500,0100000,seq_0100000,SC1
13119012600,0101000,seq_0101000,SC1
13119012700,0100000,seq_0100000,SC1
13119012800,0101000,seq_0101000,SC1
13119012900,0100000,seq_0100000,SC1
13119013000,0100000,seq_0100000,SC1
13119013100,0111100,seq_0111100,SC1
13119013200,0000010,seq_0000010,SC1
13119013300,0111111,seq_0111111,SC1
13119013400,0111011,seq_0111011,SC1
13119013500,0000001,seq_0000001,SC1
13119013900,0000000,seq_0000000,SC0_no_presence
13119014000,0000000,seq_0000000,SC0_no_presence
13119014100,0001000,seq_0001000,SC3
13119014200,0000000,seq_0000000,SC0_no_presence
13119014300,0000000,seq_0000000,SC0_no_presence
13119014400,0000000,seq_0000000,SC0_no_presence
13119014500,0000000,seq_0000000,SC0_no_presence
13119014600,0000000,seq_0000000,SC0_no_presence
13119014700,0000000,seq_0000000,SC0_no_presence
13119014800,0000000,seq_0000000,SC0_no_presence
13119014900,0000000,seq_0000000,SC0_no_presence
13119015000,0000000,seq_0000000,SC0_no_presence
13119015100,0001000,seq_0001000,SC3
13119015200,0000000,seq_0000000,SC0_no_presence
13119015300,0000000,seq_0000000,SC0_no_presence
13119015400,0000000,seq_0000000,SC0_no_presence
13119015500,0000000,seq_0000000,SC0_no_presence
13119015700,0000000,seq_0000000,SC0_no_presence
13119015800,0001000,seq_0001000,SC3
13119015900,0000000,seq_0000000,SC0_no_presence
13119016100,0000000,seq_0000000,SC0_no_presence
13119016200,0000000,seq_0000000,SC0_no_presence
13119016300,0001000,seq_0001000,SC3
13119016400,0000000,seq_0000000,SC0_no_presence
13119016500,0000001,seq_0000001,SC1
13119016600,0000000,seq_0000000,SC0_no_presence
13119016700,0000000,seq_0000000,SC0_no_presence
13119016800,0001111,seq_0001111,SC1
13119016900,0100000,seq_0100000,SC1
13119017000,0101001,seq_0101001,SC1
13119017100,1110000,seq_1110000,SC1
13119017200,1110111,seq_1110111,SC1
13119017300,0100000,seq_0100000,SC1
13119017400,0100000,seq_0100000,SC1
13119017500,0111111,seq_0111111,SC1
13119017600,0001110,seq_0001110,SC3
13119017700,0011000,seq_0011000,SC1
13119017800,0100000,seq_0100000,SC1
13120000200,0100111,seq_0100111,SC1
13120000300,0100111,seq_0100111,SC1
13120000400,0100001,seq_0100001,SC1
13120000500,0100000,seq_0100000,SC1
13120000600,1110000,seq_1110000,SC1
13120000700,0110010,seq_0110010,SC1
13120000800,0011110,seq_0011110,SC3
13120000900,0100000,seq_0100000,SC1
13120001000,1111111,seq_1111111,SC1
13120001100,0111000,seq_0111000,SC1
13120001300,1110000,seq_1110000,SC1
13120001500,1100000,seq_1100000,SC1
13120001600,0100000,seq_0100000,SC1
13120001700,1100000,seq_1100000,SC1
13120001800,1110000,seq_1110000,SC1
13120002000,1110111,seq_1110111,SC1
13120002100,0100000,seq_0100000,SC1
13120002200,1100000,seq_1100000,SC1
13120002300,0100000,seq_0100000,SC1
13120002400,0000001,seq_0000001,SC1
13120002500,0100000,seq_0100000,SC1
13120002600,0000001,seq_0000001,SC1
13120002800,0110000,seq_0110000,SC1
13120002900,1100000,seq_1100000,SC1
13120003000,0100000,seq_0100000,SC1
13120003100,0110000,seq_0110000,SC1
13120003600,0100000,seq_0100000,SC1
13120003700,1100000,seq_1100000,SC1
13120003800,1100001,seq_1100001,SC1
13120004200,1100000,seq_1100000,SC1
13120004300,1100000,seq_1100000,SC1
13120004500,1110001,seq_1110001,SC1
13120004900,0100000,seq_0100000,SC1
13120005000,1101111,seq_1101111,SC1
13120005600,1100000,seq_1100000,SC1
13120005700,1100000,seq_1100000,SC1
13120005800,1000000,seq_1000000,SC5
13120005900,0100000,seq_0100000,SC1
13120006000,1100000,seq_1100000,SC1
13120006100,0100000,seq_0100000,SC1
13120006200,0100000,seq_0100000,SC1
13120006400,1111001,seq_1111001,SC1
13120006800,1100000,seq_1100000,SC1
13120006900,1100000,seq_1100000,SC1
13120007000,0100000,seq_0100000,SC1
13120007200,0100000,seq_0100000,SC1
13120007300,1100000,seq_1100000,SC1
13120007400,1100000,seq_1100000,SC1
13120007500,0100000,seq_0100000,SC1
13120007600,0100000,seq_0100000,SC1
13120007800,0100000,seq_0100000,SC1
13120007900,0100000,seq_0100000,SC1
13120008000,0100000,seq_0100000,SC1
13120008100,0100000,seq_0100000,SC1
13120008200,0100000,seq_0100000,SC1
13120008300,1100000,seq_1100000,SC1
13120008400,1100000,seq_1100000,SC1
13120008500,1100000,seq_1100000,SC1
13120008600,0101000,seq_0101000,SC1
13120008700,1100000,seq_1100000,SC1
13120008800,0101110,seq_0101110,SC1
13120008900,1111110,seq_1111110,SC1
13120009100,1110110,seq_1110110,SC1
13120009300,0010000,seq_0010000,SC2
13120009400,1110000,seq_1110000,SC1
13120009500,0100000,seq_0100000,SC1
13120009800,1110111,seq_1110111,SC1
13120010000,1110000,seq_1110000,SC1
13120010100,0111000,seq_0111000,SC1
13120010200,1000000,seq_1000000,SC5
13120010300,0110000,seq_0110000,SC1
13120010400,1000000,seq_1000000,SC5
13120010500,1100000,seq_1100000,SC1
13120010600,0100000,seq_0100000,SC1
13120010700,0110000,seq_0110000,SC1
13120010800,1111011,seq_1111011,SC1
13120011200,0100000,seq_0100000,SC1
13120011300,0100000,seq_0100000,SC1
13120011400,1110000,seq_1110000,SC1
13120011600,1100000,seq_1100000,SC1
13120011700,0000000,seq_0000000,SC0_no_presence
13120011800,1100000,seq_1100000,SC1
13120011900,0100000,seq_0100000,SC1
13120012000,1101000,seq_1101000,SC1
13120012200,0100000,seq_0100000,SC1
13120012300,0100000,seq_0100000,SC1
13120012600,0100000,seq_0100000,SC1
13120012700,1100000,seq_1100000,SC1
13120012800,1100000,seq_1100000,SC1
13120012900,1110110,seq_1110110,SC1
13120013000,1111111,seq_1111111,SC1
13120014300,1111010,seq_1111010,SC1
13120014600,1100000,seq_1100000,SC1
13120014800,0100001,seq_0100001,SC1
13120014900,0100000,seq_0100000,SC1
13120015000,1110000,seq_1110000,SC1
13120015100,1100000,seq_1100000,SC1
13120015200,1101000,seq_1101000,SC1
13120015300,0100000,seq_0100000,SC1
13120015400,1101000,seq_1101000,SC1
13120015500,1100000,seq_1100000,SC1
13121000100,0011000,seq_0011000,SC1
13121000200,0001101,seq_0001101,SC1
13121000300,0001110,seq_0001110,SC3
13121000400,0001000,seq_0001000,SC3
13121000500,0001000,seq_0001000,SC3
13121001000,0001000,seq_0001000,SC3
13121001001,0001000,seq_0001000,SC3
13121001002,0001000,seq_0001000,SC3
13121001003,0001000,seq_0001000,SC3
13121001100,0001000,seq_0001000,SC3
13121001200,0001000,seq_0001000,SC3
13121001300,0101111,seq_0101111,SC1
13121001400,0000001,seq_0000001,SC1
13121001600,0000000,seq_0000000,SC0_no_presence
13121001700,0000111,seq_0000111,SC1
13121001800,0001110,seq_0001110,SC3
13121001900,0001110,seq_0001110,SC3
13121002000,0001110,seq_0001110,SC3
13121002100,0001000,seq_0001000,SC3
13121002200,0001000,seq_0001000,SC3
13121002300,0111000,seq_0111000,SC1
13121002400,0001000,seq_0001000,SC3
13121002500,0000001,seq_0000001,SC1
13121002600,0000001,seq_0000001,SC1
13121002700,0000001,seq_0000001,SC1
13121002800,0001111,seq_0001111,SC1
13122000100,0010110,seq_0010110,SC1
13122000200,0001000,seq_0001000,SC3
13122000400,0011111,seq_0011111,SC1
13122000500,0001111,seq_0001111,SC1
13122000600,0001000,seq_0001000,SC3
13122000700,0001000,seq_0001000,SC3
13122000800,0010111,seq_0010111,SC1
13122001000,0000100,seq_0000100,SC4
13122001100,0001000,seq_0001000,SC3
13122001200,0001000,seq_0001000,SC3
13122001300,0001000,seq_0001000,SC3
13122001400,0000001,seq_0000001,SC1
13122001500,0111111,seq_0111111,SC1
13122001700,0000001,seq_0000001,SC1
13122001800,0000111,seq_0000111,SC1
13122001900,0001111,seq_0001111,SC1
13122002000,0001111,seq_0001111,SC1
13122002100,0000111,seq_0000111,SC1
13122002200,0001111,seq_0001111,SC1
13122002300,0000000,seq_0000000,SC0_no_presence
13122002400,0001111,seq_0001111,SC1
13122002500,0000001,seq_0000001,SC1
13122002700,0000001,seq_0000001,SC1
13122002800,0001111,seq_0001111,SC1
13122002900,0001000,seq_0001000,SC3
13123000100,0011111,seq_0011111,SC1
13123000200,0100000,seq_0100000,SC1
13123000300,0000001,seq_0000001,SC1
13123000400,0000000,seq_0000000,SC0_no_presence
13123000500,0000001,seq_0000001,SC1
13123000600,0000000,seq_0000000,SC0_no_presence
13123000700,0000001,seq_0000001,SC1
13123000800,0000001,seq_0000001,SC1
13123000900,0010000,seq_0010000,SC2
13123001000,0011110,seq_0011110,SC3
13123001100,0000000,seq_0000000,SC0_no_presence
13123001200,0000001,seq_0000001,SC1
13201000100,0100000,seq_0100000,SC1
13201000200,0100000,seq_0100000,SC1
13201000300,0100000,seq_0100000,SC1
13201000400,0100000,seq_0100000,SC1
13201000500,0100000,seq_0100000,SC1
13201000600,0100000,seq_0100000,SC1
13201000700,0001000,seq_0001000,SC3
13201000800,0100000,seq_0100000,SC1
13201000900,0100000,seq_0100000,SC1
13201001000,0100000,seq_0100000,SC1
13201001100,0100000,seq_0100000,SC1
13201001200,0100000,seq_0100000,SC1
13201001300,0100000,seq_0100000,SC1
13201001400,0100000,seq_0100000,SC1
13201001500,0100000,seq_0100000,SC1
13201001600,0101000,seq_0101000,SC1
13201001700,0101000,seq_0101000,SC1
13201001800,0100000,seq_0100000,SC1
13201001900,0100111,seq_0100111,SC1
13201002000,0101110,seq_0101110,SC1
13201002100,0100000,seq_0100000,SC1
13201002200,0101110,seq_0101110,SC1
13201002300,0101000,seq_0101000,SC1
13201002400,0100000,seq_0100000,SC1
13201002500,0101000,seq_0101000,SC1
13201002600,0101000,seq_0101000,SC1
13201002700,0111010,seq_0111010,SC1
13201002800,0001000,seq_0001000,SC3
13201002900,0001100,seq_0001100,SC3
13201003000,0001000,seq_0001000,SC3
13201003100,0000100,seq_0000100,SC4
13201003200,0101011,seq_0101011,SC1
13201003400,0111010,seq_0111010,SC1
13201003500,0100010,seq_0100010,SC1
13201003600,0100011,seq_0100011,SC1
13201003700,0000001,seq_0000001,SC1
13201003800,0101010,seq_0101010,SC1
13201004000,0100010,seq_0100010,SC1
13201004100,0110010,seq_0110010,SC1
13201004200,0100001,seq_0100001,SC1
13201004300,0100000,seq_0100000,SC1
13201004400,0100000,seq_0100000,SC1
13201004500,0100110,seq_0100110,SC1
13201004600,0101011,seq_0101011,SC1
13201004700,0100010,seq_0100010,SC1
13201004800,0100000,seq_0100000,SC1
13201004900,0100010,seq_0100010,SC1
13201005100,0100000,seq_0100000,SC1
13201005200,0100000,seq_0100000,SC1
13201005300,0100001,seq_0100001,SC1
13201005500,0000001,seq_0000001,SC1
13201005600,0101010,seq_0101010,SC1
13201005700,0100001,seq_0100001,SC1
13201005800,0101111,seq_0101111,SC1
13201005900,0100011,seq_0100011,SC1
13201006000,0000110,seq_0000110,SC1
13201006100,0000110,seq_0000110,SC1
13201006200,0100000,seq_0100000,SC1
13201006300,0100110,seq_0100110,SC1
13201006400,0100110,seq_0100110,SC1
13201006500,0100110,seq_0100110,SC1
13201006600,0100110,seq_0100110,SC1
13201006700,0100010,seq_0100010,SC1
13201006800,0100000,seq_0100000,SC1
13201006900,0100110,seq_0100110,SC1
13201007000,0111000,seq_0111000,SC1
13201007100,0100010,seq_0100010,SC1
13201007301,0101000,seq_0101000,SC1
13201007302,0100000,seq_0100000,SC1
13201007303,0111110,seq_0111110,SC1
13201007304,1000100,seq_1000100,SC1
13201007305,0101010,seq_0101010,SC1
13201007306,0100000,seq_0100000,SC1
13201007307,0100000,seq_0100000,SC1
13201007308,0100011,seq_0100011,SC1
13201007309,0110110,seq_0110110,SC1
13201007310,0101110,seq_0101110,SC1
13201007311,0111010,seq_0111010,SC1
13201007312,0101010,seq_0101010,SC1
13201007313,0110010,seq_0110010,SC1
13201007314,0101000,seq_0101000,SC1
13201007500,0101000,seq_0101000,SC1
13201007800,0101000,seq_0101000,SC1
13201007900,0101111,seq_0101111,SC1
13201008000,0111000,seq_0111000,SC1
13201008100,0001000,seq_0001000,SC3
13201008200,0111010,seq_0111010,SC1
13201008300,0111110,seq_0111110,SC1
13201008800,0101010,seq_0101010,SC1
13201008900,0001000,seq_0001000,SC3
13201009000,0101110,seq_0101110,SC1
13201009100,0110000,seq_0110000,SC1
13201009200,0111110,seq_0111110,SC1
13201009300,0111110,seq_0111110,SC1
13201009500,0100000,seq_0100000,SC1
13201009600,1101011,seq_1101011,SC1
13201009700,0111010,seq_0111010,SC1
13201009800,0000110,seq_0000110,SC1
13201009900,0110010,seq_0110010,SC1
13201010000,0111110,seq_0111110,SC1
13201010100,1111110,seq_1111110,SC1
13201010400,0001000,seq_0001000,SC3
13201010800,1101010,seq_1101010,SC1
13201010900,0101000,seq_0101000,SC1
13201011000,0101111,seq_0101111,SC1
13201011100,0100000,seq_0100000,SC1
13201011400,0101110,seq_0101110,SC1
13201011600,0100001,seq_0100001,SC1
13201011700,0101111,seq_0101111,SC1
13201011800,0101011,seq_0101011,SC1
13201011900,0100000,seq_0100000,SC1
13201012000,0101110,seq_0101110,SC1
13201012200,0000001,seq_0000001,SC1
13201012300,0100010,seq_0100010,SC1
13201012400,0111010,seq_0111010,SC1
13201012500,0100010,seq_0100010,SC1
13201012600,0111110,seq_0111110,SC1
13201012700,0100110,seq_0100110,SC1
13201012800,0100000,seq_0100000,SC1
13201012900,0111111,seq_0111111,SC1
13201013000,0110110,seq_0110110,SC1
13201013100,0010000,seq_0010000,SC2
13201013300,0100000,seq_0100000,SC1
13201013400,0100110,seq_0100110,SC1
13201013500,0101010,seq_0101010,SC1
13201013600,0101010,seq_0101010,SC1
13201013700,0000001,seq_0000001,SC1
13201013800,0101110,seq_0101110,SC1
13201013900,1111110,seq_1111110,SC1
13201014000,1101010,seq_1101010,SC1
13201014100,0000001,seq_0000001,SC1
13201014200,0001110,seq_0001110,SC3
13201014300,0111011,seq_0111011,SC1
13201014400,0101110,seq_0101110,SC1
13201014500,0111111,seq_0111111,SC1
13201014600,0100000,seq_0100000,SC1
13201014700,0100000,seq_0100000,SC1
13201014800,1100000,seq_1100000,SC1
13201015000,0101110,seq_0101110,SC1
13201015100,0101110,seq_0101110,SC1
13201015300,1100010,seq_1100010,SC1
13201015400,0000110,seq_0000110,SC1
13201015500,0110110,seq_0110110,SC1
13201015700,1111110,seq_1111110,SC1
13201015800,0110111,seq_0110111,SC1
13201016000,0101110,seq_0101110,SC1
13201016100,0101111,seq_0101111,SC1
13201016300,0111010,seq_0111010,SC1
13201016400,1111111,seq_1111111,SC1
13201016500,0000001,seq_0000001,SC1
13201016600,1111111,seq_1111111,SC1
13201016700,0111111,seq_0111111,SC1
13201016800,0100000,seq_0100000,SC1
13201016900,0100110,seq_0100110,SC1
13201017000,0000010,seq_0000010,SC1
13201017100,0100010,seq_0100010,SC1
13201017200,0100000,seq_0100000,SC1
13201017300,0000110,seq_0000110,SC1
13201017400,0100111,seq_0100111,SC1
13201017500,0100000,seq_0100000,SC1
13201017600,0100000,seq_0100000,SC1
13201017700,0100110,seq_0100110,SC1
13201017801,0000010,seq_0000010,SC1
13201017802,0000010,seq_0000010,SC1
13201017803,0000010,seq_0000010,SC1
13201017804,0000010,seq_0000010,SC1
13201017805,0000010,seq_0000010,SC1
13201017806,0000010,seq_0000010,SC1
13201017807,0000010,seq_0000010,SC1
13201017808,0000010,seq_0000010,SC1
13201017810,0000010,seq_0000010,SC1
13201017812,0000010,seq_0000010,SC1
13201017813,0000010,seq_0000010,SC1
13201017814,0000010,seq_0000010,SC1
13201017815,0000010,seq_0000010,SC1
13201017816,0000010,seq_0000010,SC1
13201017818,0000010,seq_0000010,SC1
13201017820,0000010,seq_0000010,SC1
13201017821,0000010,seq_0000010,SC1
13201017822,0000010,seq_0000010,SC1
13201017823,0000010,seq_0000010,SC1
13201017825,0100010,seq_0100010,SC1
13201017827,0000010,seq_0000010,SC1
13201017828,0000010,seq_0000010,SC1
13201017830,0000010,seq_0000010,SC1
13201017831,0000010,seq_0000010,SC1
13201017835,0000010,seq_0000010,SC1
13201017836,0000010,seq_0000010,SC1
13201017841,0000010,seq_0000010,SC1
13201017842,0000010,seq_0000010,SC1
13201017843,0000010,seq_0000010,SC1
13201017845,0000010,seq_0000010,SC1
13201017846,0000010,seq_0000010,SC1
13201017847,0000010,seq_0000010,SC1
13201017848,0000010,seq_0000010,SC1
13201017850,0000010,seq_0000010,SC1
13201017851,0000010,seq_0000010,SC1
13201017852,0000010,seq_0000010,SC1
13201017857,0000010,seq_0000010,SC1
13201017858,0100010,seq_0100010,SC1
13201017859,0000010,seq_0000010,SC1
13201017860,0000010,seq_0000010,SC1
13201017861,0000010,seq_0000010,SC1
13201017862,0000010,seq_0000010,SC1
13201017864,0000010,seq_0000010,SC1
13201017865,0000010,seq_0000010,SC1
13201017866,0000010,seq_0000010,SC1
13201017867,0000010,seq_0000010,SC1
13201017868,0000010,seq_0000010,SC1
13201017869,0000010,seq_0000010,SC1
13201017870,0000010,seq_0000010,SC1
13201017871,0000010,seq_0000010,SC1
13201017872,0000010,seq_0000010,SC1
13201017873,0000010,seq_0000010,SC1
13201018000,0100010,seq_0100010,SC1
13201018100,0100000,seq_0100000,SC1
13201018200,0000010,seq_0000010,SC1
13201018300,0110000,seq_0110000,SC1
13201018400,0000000,seq_0000000,SC0_no_presence
13201018500,0000010,seq_0000010,SC1
13201018600,0000010,seq_0000010,SC1
13201018700,0110110,seq_0110110,SC1
13201019000,0000010,seq_0000010,SC1
13201019500,0100000,seq_0100000,SC1
13201019600,0100010,seq_0100010,SC1
13201019700,0100000,seq_0100000,SC1
13201019800,0100000,seq_0100000,SC1
13201019900,0100000,seq_0100000,SC1
13201020000,0100010,seq_0100010,SC1
13201020100,0100000,seq_0100000,SC1
13201020300,0000010,seq_0000010,SC1
13201020500,0110110,seq_0110110,SC1
13201020600,0100010,seq_0100010,SC1
13201020700,0100010,seq_0100010,SC1
13201020800,0100010,seq_0100010,SC1
13201020900,0110010,seq_0110010,SC1
13201021000,0000110,seq_0000110,SC1
13201021100,0100000,seq_0100000,SC1
13201021200,0100010,seq_0100010,SC1
13201021300,0000010,seq_0000010,SC1
13201021400,0000010,seq_0000010,SC1
13201021500,0000110,seq_0000110,SC1
13201021600,0000111,seq_0000111,SC1
13201021700,0101000,seq_0101000,SC1
13201021800,1100010,seq_1100010,SC1
13201021900,0100110,seq_0100110,SC1
13201022000,1100010,seq_1100010,SC1
13201022100,0000110,seq_0000110,SC1
13201022200,0100010,seq_0100010,SC1
13201022300,0100110,seq_0100110,SC1
13201022400,0100111,seq_0100111,SC1
13201022500,0100011,seq_0100011,SC1
13201022600,1100010,seq_1100010,SC1
13201022700,0101110,seq_0101110,SC1
13201022800,0101110,seq_0101110,SC1
13201022900,0000110,seq_0000110,SC1
13201023000,0100110,seq_0100110,SC1
13201023100,0101010,seq_0101010,SC1
13201023200,0100000,seq_0100000,SC1
13201023300,0100110,seq_0100110,SC1
13201023400,0100111,seq_0100111,SC1
13201023500,0100110,seq_0100110,SC1
13201023700,0100110,seq_0100110,SC1
13201023800,0101011,seq_0101011,SC1
13201023900,0101110,seq_0101110,SC1
13201024000,0110010,seq_0110010,SC1
13201024100,1111111,seq_1111111,SC1
13201024200,0100110,seq_0100110,SC1
13201024300,0000000,seq_0000000,SC0_no_presence
13201024400,0000000,seq_0000000,SC0_no_presence
13201024500,0101110,seq_0101110,SC1
13201024600,0111111,seq_0111111,SC1
13201024700,0100000,seq_0100000,SC1
13201024900,1100010,seq_1100010,SC1
13201025000,0000110,seq_0000110,SC1
13201025100,0100000,seq_0100000,SC1
13201025200,0100110,seq_0100110,SC1
13201025300,0000110,seq_0000110,SC1
13201025400,0100100,seq_0100100,SC1
13201025500,0010000,seq_0010000,SC2
13201025600,0110010,seq_0110010,SC1
13201025800,1101111,seq_1101111,SC1
13201025900,0000011,seq_0000011,SC1
13201026000,0100000,seq_0100000,SC1
13201026100,0100000,seq_0100000,SC1
13201026200,0100000,seq_0100000,SC1
13201026300,0101111,seq_0101111,SC1
13201026400,0100000,seq_0100000,SC1
13201026500,0000110,seq_0000110,SC1
13201026600,1100010,seq_1100010,SC1
13201026700,1100001,seq_1100001,SC1
13201026800,1100110,seq_1100110,SC1
13201026900,1100000,seq_1100000,SC1
13201027000,1100110,seq_1100110,SC1
13201027100,1100010,seq_1100010,SC1
13201027200,1101110,seq_1101110,SC1
13201027300,0100000,seq_0100000,SC1
13201027400,0100110,seq_0100110,SC1
13201027500,1100111,seq_1100111,SC1
13201027600,1101110,seq_1101110,SC1
13201027700,0100000,seq_0100000,SC1
13201027800,0100000,seq_0100000,SC1
13201027900,0100110,seq_0100110,SC1
13201028000,0100000,seq_0100000,SC1
13201028100,0100000,seq_0100000,SC1
13201028200,0100000,seq_0100000,SC1
13201028300,0100010,seq_0100010,SC1
13201028400,0100000,seq_0100000,SC1
13201028500,0000000,seq_0000000,SC0_no_presence
13201028600,0100010,seq_0100010,SC1
13201028700,0100000,seq_0100000,SC1
13201028800,0100000,seq_0100000,SC1
13201028900,0100000,seq_0100000,SC1
13201029000,0000110,seq_0000110,SC1
13201029100,0100000,seq_0100000,SC1
13201029200,0100000,seq_0100000,SC1
13201029300,0100010,seq_0100010,SC1
13201029400,0100000,seq_0100000,SC1
13201029500,0100110,seq_0100110,SC1
13201029600,0100000,seq_0100000,SC1
13201029700,1100111,seq_1100111,SC1
13201029800,1100000,seq_1100000,SC1
13201029900,0101010,seq_0101010,SC1
13201030000,1100111,seq_1100111,SC1
13201030100,1100111,seq_1100111,SC1
13201030200,0100000,seq_0100000,SC1
13201030300,0100110,seq_0100110,SC1
13201030400,0100110,seq_0100110,SC1
13201030500,0110111,seq_0110111,SC1
13201030600,1100110,seq_1100110,SC1
13201030700,1100111,seq_1100111,SC1
13201030800,1101011,seq_1101011,SC1
13201030900,1100111,seq_1100111,SC1
13201031000,0110011,seq_0110011,SC1
13201031100,1100111,seq_1100111,SC1
13201031200,0000111,seq_0000111,SC1
13201031300,0000001,seq_0000001,SC1
13201031400,0000001,seq_0000001,SC1
13201031500,0000001,seq_0000001,SC1
13201031600,0000001,seq_0000001,SC1
13201031700,0100111,seq_0100111,SC1
13201031800,0100111,seq_0100111,SC1
13201031900,0100110,seq_0100110,SC1
13201032000,0100110,seq_0100110,SC1
13201032100,0100111,seq_0100111,SC1
13201032200,0100110,seq_0100110,SC1
13201032300,0100000,seq_0100000,SC1
13201032400,0100001,seq_0100001,SC1
13201032500,0101111,seq_0101111,SC1
13201032600,0100000,seq_0100000,SC1
13201032700,1110110,seq_1110110,SC1
