place_id,SiteType,Chronology,Pa,Jo,Ya,Ko,Na,He,Me,site_type_tokens,special_site_type_exclusion_reason
13101001400,単独出土地,[中世],0,0,0,0,0,0,1,単独出土地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13101007300,その他の墓,[中世][近世],0,0,0,0,0,0,1,その他の墓,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13103000800,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13103002400,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13103002500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13103002501,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13103002502,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13103002503,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13103002504,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13103002505,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13103002506,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13103002507,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13103002508,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13103002509,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13103002600,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13103002800,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13103003600,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13103004900,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13103005400,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13103005700,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13103018300,その他の墓,中世、近世,0,0,0,0,0,0,1,その他の墓,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13105000200,古墳,[古墳時代？],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13105001300,古墳,[古墳時代？],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13105001500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13105002000,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13105002300,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13105003700,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13106000300,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13106000500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13106000900,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13106001300,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13106001400,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13109001800,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13109001900,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13109002000,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13110001800,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13110002500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111000800,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111000900,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111001000,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111001100,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111001200,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111001300,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111001400,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111001500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111001600,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111001700,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111001800,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111001900,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111002000,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111002100,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111002200,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111002300,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111002400,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111002500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111002600,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111002800,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111003000,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111003300,墳墓,[中世],0,0,0,0,0,0,1,墳墓,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13111003500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111003600,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111003800,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111005000,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111005100,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111005200,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111005300,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111005400,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111005500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111005600,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111008300,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111008600,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111009002,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111009003,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111009400,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111009700,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111009800,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111010100,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111010700,塚,[中世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13111011200,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111011700,墳墓,[中世],0,0,0,0,0,0,1,墳墓,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13111014200,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13111014500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111014800,墳墓,[中世],0,0,0,0,0,0,1,墳墓,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13111015100,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111015500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111015600,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111015700,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111015800,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111015900,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111016000,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111017000,塚,[中世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13111017100,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13111018200,墳墓,[中世],0,0,0,0,0,0,1,墳墓,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13111018700,墳墓,[中世],0,0,0,0,0,0,1,墳墓,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13111019100,墳墓,[中世],0,0,0,0,0,0,1,墳墓,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13111020000,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111020500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111020700,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111020900,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13111022200,墳墓,[中世],0,0,0,0,0,0,1,墳墓,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13111023400,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112000800,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13112001002,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112001003,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112001004,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112001005,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112001006,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112001007,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112001008,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112001009,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112002000,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13112002100,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13112002400,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112002500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112002600,古墳,古墳時代,0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112002801,古墳,古墳時代,0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112002802,古墳,古墳時代,0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112002803,古墳,古墳時代,0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112002804,古墳,古墳時代,0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112002805,古墳,古墳時代,0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112002806,古墳,古墳時代,0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112002807,古墳,古墳時代,0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112002808,古墳,古墳時代,0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112003100,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13112003301,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112003302,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112003303,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112003901,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112003902,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112003903,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112003904,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112003905,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112003906,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112003907,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112003908,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112003909,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112005000,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13112005100,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13112007800,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13112010800,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112010900,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13112011000,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13112011100,塚,[中世][近世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13112011300,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13112011400,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13112011500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112011800,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13112011900,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112012000,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13112012700,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112012800,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112012900,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112013000,横穴墓群,[古墳時代],0,0,0,1,0,0,0,横穴墓群,ko_single_phase_exclusive_mortuary_site_type
13112013200,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112013300,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112013400,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112013500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112013600,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112013700,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112013900,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112014000,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112014100,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112014700,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112018500,塚,[中世][近世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13112018900,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13112020700,塚,[中世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13112020900,塚,[中世][近世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13112022000,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112022200,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13112023700,単独出土地,[中世],0,0,0,0,0,0,1,単独出土地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13112023900,塚,[中世][近世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13112024300,塚,[中世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13112025100,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112026201,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112026202,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112026203,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112026204,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112026205,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112026206,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112026207,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112026209,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112026211,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112026212,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112026213,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112026214,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112026215,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112026601,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112026800,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13112027200,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112027300,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112028600,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13112030300,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112030700,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112030800,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112030900,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112031000,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112031100,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112031300,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13112031500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112031600,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112031700,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112031800,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112032300,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112032400,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112032700,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112033000,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112033100,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112033200,横穴墓,古墳,0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13112033400,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112033500,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112033600,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13112033700,古墳,[古墳],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13113000400,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13113000900,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13113001400,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13113001700,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13113002200,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
